Date,Open,High,Low,Close,Adj Close,Volume
2007-10-01,144.000000,144.970001,139.119995,141.164993,125.918800,7230980
2007-10-03,141.360001,143.880005,140.610001,142.479996,127.091789,4922650
2007-10-04,140.800003,141.869995,138.800003,140.970001,125.744858,4029050
2007-10-05,141.000000,142.000000,139.220001,140.315002,125.160606,2967090
2007-10-08,141.529999,144.000000,139.899994,140.735001,125.535263,6707230
2007-10-09,136.619995,142.500000,136.619995,142.115005,126.766258,4688390
2007-10-10,143.020004,145.000000,139.610001,141.695007,126.391594,4537790
2007-10-11,142.500000,147.490005,142.100006,146.070007,130.294052,4505070
2007-10-12,144.500000,146.100006,142.080002,143.270004,127.796486,4658910
2007-10-15,145.000000,152.500000,145.000000,149.919998,133.728256,11302540
2007-10-16,151.985001,151.985001,146.509995,150.774994,134.490921,4700670
2007-10-17,140.630005,148.479996,130.500000,146.274994,130.476898,6257440
2007-10-18,144.800003,146.300003,136.009995,138.820007,123.827080,6201550
2007-10-19,135.000000,144.000000,133.820007,136.634995,121.878067,4979580
2007-10-22,137.880005,139.699997,133.100006,137.190002,122.373131,5649020
2007-10-23,139.800003,151.500000,138.830002,148.820007,132.747055,8882590
2007-10-24,152.000000,152.500000,146.850006,151.395004,135.043961,6143730
2007-10-25,149.509995,157.884995,146.529999,155.399994,138.616394,6432930
2007-10-26,153.800003,155.990005,148.619995,154.649994,137.947403,3471630
2007-10-29,158.199997,167.000000,157.500000,164.695007,146.907501,2928980
2007-10-30,165.500000,171.839996,161.235001,162.054993,144.552658,4034020
2007-10-31,159.000000,166.899994,158.000000,165.339996,147.482849,4207220
2007-11-01,172.839996,172.839996,166.625000,169.020004,150.765411,7164870
2007-11-02,164.054993,179.979996,164.054993,177.050003,157.928177,2918060
2007-11-05,175.000000,175.000000,167.529999,171.604996,153.071213,4593000
2007-11-06,172.500000,174.789993,169.000000,170.820007,152.371002,3683640
2007-11-07,174.770004,174.770004,161.000000,161.684998,144.222595,4536040
2007-11-08,158.000000,158.960007,154.500000,155.535004,138.736816,5213400
2007-11-12,148.024994,152.000000,145.500000,147.735001,131.779236,8365650
2007-11-13,142.500000,168.000000,142.500000,157.419998,140.418213,10322920
2007-11-14,163.979996,178.000000,162.000000,175.229996,156.304718,11911840
2007-11-15,175.000000,175.000000,167.524994,170.044998,151.679703,4768460
2007-11-16,165.000000,170.300003,163.199997,168.710007,150.488861,6584330
2007-11-19,168.699997,168.699997,164.529999,165.455002,147.585403,8875260
2007-11-20,163.000000,167.399994,161.824997,163.029999,145.422333,5645860
2007-11-21,161.300003,161.300003,156.500000,158.089996,141.015869,5563830
2007-11-22,159.800003,160.399994,155.139999,159.169998,141.979263,4840010
2007-11-23,158.520004,160.600006,154.130005,156.270004,139.392441,4318350
2007-11-26,161.014999,167.375000,161.014999,164.335007,146.586395,4238570
2007-11-27,162.399994,165.550003,160.000000,163.264999,145.631943,5567700
2007-11-28,169.500000,169.500000,158.520004,160.634995,143.285995,5354070
2007-11-29,162.880005,169.399994,162.880005,167.440002,149.356064,10429030
2007-11-30,170.000000,174.835007,169.399994,171.615005,153.080124,6157540
2007-12-03,173.500000,173.500000,168.000000,169.610001,151.291672,4904520
2007-12-04,172.800003,172.800003,169.065002,170.164993,151.786758,2623660
2007-12-05,170.500000,173.800003,169.500000,172.380005,153.762512,8200970
2007-12-06,174.000000,178.000000,167.220001,168.994995,150.743103,5180210
2007-12-07,171.000000,174.000000,171.000000,171.979996,153.405731,5919750
2007-12-10,172.000000,173.000000,167.740005,168.794998,150.564713,4095970
2007-12-11,168.800003,179.500000,168.500000,178.054993,158.824570,3630750
2007-12-12,177.699997,179.880005,172.100006,178.404999,159.136810,7496460
2007-12-13,177.500000,177.789993,174.399994,175.634995,156.665985,3982280
2007-12-14,176.500000,176.500000,170.000000,172.445007,153.820496,4778240
2007-12-17,171.899994,171.899994,166.500000,168.354996,150.172195,4725560
2007-12-18,166.800003,170.500000,161.654999,166.175003,148.227707,6633860
2007-12-19,170.000000,170.000000,163.255005,165.304993,147.451614,5512930
2007-12-20,165.000000,165.985001,162.625000,164.270004,146.528458,5936900
2007-12-24,166.615005,170.500000,165.029999,169.815002,151.474548,3396530
2007-12-26,169.815002,171.500000,168.000000,170.675003,152.241653,2160840
2007-12-27,171.000000,175.800003,171.000000,174.550003,155.698151,4364940
2007-12-28,169.899994,173.800003,166.720001,173.029999,154.342300,3377370
2007-12-31,175.000000,175.000000,170.800003,172.910004,154.235306,1889620
2008-01-01,173.000000,173.899994,170.500000,172.949997,154.270950,1310520
2008-01-02,173.399994,173.479996,169.029999,171.529999,153.004333,6239750
2008-01-03,171.000000,171.000000,167.619995,169.440002,151.140030,7018640
2008-01-04,170.300003,171.399994,169.399994,169.639999,151.318466,3729820
2008-01-07,165.100006,167.839996,161.229996,165.539993,147.661240,6322460
2008-01-08,168.899994,172.279999,167.000000,171.574997,153.044479,9167490
2008-01-09,171.449997,176.699997,170.029999,174.460007,155.617874,10049190
2008-01-10,178.949997,179.759995,170.514999,172.199997,153.601959,8611000
2008-01-11,172.800003,177.800003,172.210007,176.455002,157.397400,4151100
2008-01-14,177.399994,182.500000,172.229996,178.315002,159.056488,11675460
2008-01-15,182.029999,182.029999,176.654999,178.895004,159.573914,6228420
2008-01-16,169.500000,173.860001,165.029999,167.375000,149.298065,12281700
2008-01-17,166.210007,166.800003,161.220001,164.360001,146.608704,13356690
2008-01-18,158.110001,162.600006,155.559998,157.100006,140.132813,9967410
2008-01-21,159.000000,159.000000,148.000000,150.710007,134.432953,7434890
2008-01-22,149.889999,178.000000,135.100006,142.639999,127.234535,11645060
2008-01-23,151.899994,170.000000,138.000000,153.429993,136.859177,9332870
2008-01-24,153.000000,163.699997,147.500000,151.039993,134.727264,8141910
2008-01-25,154.399994,168.000000,152.509995,160.845001,143.473328,6072310
2008-01-28,155.000000,160.000000,143.000000,159.020004,141.845444,5958070
2008-01-29,159.880005,162.699997,150.020004,153.735001,137.131241,6095210
2008-01-30,157.399994,157.399994,150.500000,153.294998,136.738754,3965110
2008-01-31,154.199997,158.990005,151.505005,156.955002,140.003479,6396850
2008-02-01,157.500000,158.279999,148.520004,157.100006,140.132813,7287230
2008-02-04,162.380005,162.380005,152.600006,154.740005,138.027679,5491300
2008-02-05,156.000000,159.740005,150.024994,151.225006,134.892319,6071410
2008-02-06,149.990005,151.475006,145.139999,150.009995,133.808517,7865940
2008-02-07,149.899994,151.199997,148.199997,149.179993,133.068192,16715320
2008-02-08,149.100006,150.300003,142.300003,144.195007,128.621582,3880660
2008-02-11,144.195007,146.899994,135.070007,141.074997,125.838547,6926890
2008-02-12,143.000000,144.500000,138.625000,140.764999,125.562019,4630920
2008-02-13,143.979996,148.800003,143.000000,146.850006,130.989807,5844120
2008-02-14,149.899994,155.500000,149.899994,153.645004,137.050949,6332650
2008-02-15,152.000000,157.500000,149.229996,156.225006,139.352280,5442320
2008-02-18,157.800003,159.000000,154.029999,155.684998,138.870605,1739240
2008-02-19,159.600006,159.770004,155.514999,157.190002,140.213058,2744710
2008-02-20,157.000000,157.000000,150.899994,153.720001,137.117813,3969550
2008-02-21,154.000000,157.000000,149.714996,154.085007,137.443466,2989200
2008-02-22,147.039993,153.970001,146.005005,147.429993,131.507172,4719170
2008-02-25,149.889999,150.979996,139.535004,142.175003,126.819771,13660880
2008-02-26,145.000000,146.945007,144.500000,145.490005,129.776718,6175120
2008-02-27,147.000000,148.660004,144.130005,145.229996,129.544785,4606010
2008-02-28,146.889999,149.100006,145.199997,147.255005,131.351105,6249960
2008-02-29,146.000000,147.429993,141.169998,145.675003,129.941696,6846950
2008-03-03,143.000000,143.000000,136.210007,138.990005,123.978737,5088000
2008-03-04,139.500000,139.500000,129.324997,135.175003,120.575745,8482070
2008-03-05,134.199997,135.175003,132.024994,133.274994,118.880943,6217520
2008-03-07,133.000000,133.000000,125.695000,128.225006,114.376381,9191920
2008-03-10,126.500000,132.860001,122.510002,131.149994,116.985466,7782270
2008-03-11,128.509995,135.100006,127.019997,133.320007,118.921112,10376620
2008-03-12,139.399994,143.979996,134.639999,137.054993,122.252701,6236940
2008-03-13,134.000000,134.500000,128.565002,129.914993,115.883842,4279850
2008-03-14,129.500000,132.589996,127.500000,131.544998,117.337784,4503400
2008-03-17,124.500000,127.500000,119.500000,122.599998,109.358887,8637180
2008-03-18,122.400002,123.800003,116.555000,123.095001,109.800430,12111460
2008-03-19,127.500000,133.494995,124.500000,127.260002,113.515587,12654460
2008-03-24,128.514999,135.100006,128.514999,134.190002,119.697128,6442120
2008-03-25,137.000000,143.500000,136.500000,141.399994,126.128403,8768630
2008-03-26,140.119995,145.664993,139.660004,143.919998,128.376266,12330840
2008-03-27,140.119995,146.720001,138.600006,143.320007,127.841087,8577870
2008-03-28,142.500000,142.625000,136.600006,140.699997,125.504044,6065070
2008-03-31,140.000000,140.000000,129.029999,133.125000,118.747154,11801070
2008-04-01,132.005005,134.000000,127.000000,130.955002,116.811516,7568270
2008-04-02,138.000000,140.100006,130.800003,132.800003,118.457268,6711830
2008-04-03,132.500000,136.850006,130.509995,133.115005,118.738243,5759050
2008-04-04,132.000000,132.005005,128.559998,129.384995,115.411087,11649660
2008-04-07,128.800003,132.259995,127.820000,130.339996,116.262939,6052000
2008-04-08,132.500000,132.500000,129.009995,130.854996,116.722298,7349230
2008-04-09,130.899994,139.899994,129.604996,137.985001,123.082245,7867660
2008-04-10,137.524994,137.524994,132.110001,132.654999,118.327904,5423630
2008-04-11,134.899994,135.500000,130.199997,133.005005,118.640137,4179520
2008-04-15,131.029999,133.369995,127.529999,130.330002,116.254036,8971380
2008-04-16,133.095001,133.399994,130.089996,130.830002,116.700027,5515950
2008-04-17,131.800003,141.500000,131.800003,140.119995,124.986671,18132640
2008-04-21,140.500000,147.445007,138.199997,146.074997,130.298492,8975360
2008-04-22,145.000000,151.645004,142.820007,150.824997,134.535507,6995710
2008-04-23,150.880005,150.880005,143.570007,144.535004,128.924850,5479870
2008-04-24,146.994995,146.994995,140.809998,144.259995,128.679535,12211510
2008-04-25,145.470001,150.800003,145.050003,150.039993,133.835297,5451640
2008-04-28,150.039993,154.899994,150.039993,152.335007,135.882446,11563080
2008-04-29,151.899994,155.899994,150.139999,154.779999,138.838058,5915690
2008-04-30,154.809998,154.809998,150.500000,152.414993,136.716614,8090710
2008-05-02,154.500000,157.695007,153.199997,154.039993,138.174271,5983880
2008-05-05,154.000000,155.884995,151.619995,152.854996,137.111298,4201550
2008-05-06,152.500000,155.000000,152.500000,154.285004,138.394043,4309980
2008-05-07,153.949997,155.199997,151.535004,154.190002,138.308807,3440580
2008-05-08,150.000000,152.339996,145.220001,150.835007,135.299377,5890680
2008-05-09,156.235001,160.000000,144.320007,145.250000,130.289612,6204230
2008-05-12,142.634995,147.690002,142.634995,146.804993,131.684433,2617630
2008-05-13,148.970001,149.500000,146.005005,148.024994,132.778793,5241620
2008-05-14,146.500000,147.470001,145.000000,146.479996,131.392914,6026880
2008-05-15,145.229996,148.675003,145.229996,147.850006,132.621826,2317940
2008-05-16,151.000000,152.770004,149.199997,150.039993,134.586258,4909260
2008-05-20,150.000000,150.500000,145.000000,146.119995,131.070007,6313120
2008-05-21,145.009995,145.009995,139.244995,141.005005,126.481842,14458840
2008-05-22,140.800003,140.800003,135.100006,138.375000,124.122749,5134010
